대분류,중분류,소분류,발명의 명칭,출원일,대표출원인 국적
UAM,기체•부품,기계•전기전자 시스템,"Used for hanging the power transmission device of the tie bar of the suspension system vibration, suspension structure and aircraft",2016.03.14,FR
UAM,기체•부품,기계•전기전자 시스템,Anti-vibratory device with rotary compensation weights,2004.03.01,FR
UAM,기체•부품,기계•전기전자 시스템,Apparatus and method for modulating the lift of a blade airfoil,2003.07.18,US
UAM,기체•부품,동력•추진 시스템,Method and apparatus for lifting and propelling rotorcraft,2003.06.25,US
UAM,기체•부품,기계•전기전자 시스템,"Apparatus and method for reducing, avoiding or eliminating lateral vibrations of a helicopter",2012.07.16,DE
UAM,기체•부품,기체구조,Apparatus adopting multi-rotor unmanned aerial vehicles to realize logistic transportation,2017.10.17,CN
UAM,기체•부품,기계•전기전자 시스템,"Method, apparatus, and kit for assembling a mobile platform",2017.02.21,CN
UAM,기체•부품,기계•전기전자 시스템,"Method, apparatus, and kit for assembling a mobile platform",2015.06.01,CN
UAM,항행•교통관리,UAM 탑재 통신,System and method for displaying flight path information in a rotorcraft,2015.01.26,US
UAM,기체•부품,기체구조,Recharging station for electric aircrafts and a method of its use,2022.05.25,US
UAM,기체•부품,기체구조,Post-type apparatus for containing and charging unmanned vertical take-off and landing aircraft and method of containing and charging unmanned vertical take-off and landing aircraft using the same,2014.12.11,KR
UAM,기체•부품,기체구조,Post-type apparatus for containing and charging unmanned vertical take-off and landing aircraft and method of containing and charging unmanned vertical take-off and landing aircraft using the same,2017.03.10,KR
UAM,기체•부품,기체구조,Post-type apparatus for containing and charging unmanned vertical take-off and landing aircraft and method of containing and charging unmanned vertical take-off and landing aircraft using the same,2014.12.01,KR
UAM,항행•교통관리,UAM 충돌회피,Collision resilient robot and aerial vehicle,2021.10.28,US
UAM,기체•부품,기체구조,Apparatus and method of charging and housing of unmanned vertical take-off and landing (vtol) aircraft,2013.12.13,KR
UAM,기체•부품,기체구조,Apparatus for charging and housing unmanned vertical takeoff and landing aircraft and method for same,2013.12.13,KR
UAM,기체•부품,기체구조,The keys used for charging and vertical take-off and landing unmanned flight machine apparatus and method thereof,2013.12.13,KR
UAM,기체•부품,기체구조,Aerial agricultural management system,2015.10.02,US
UAM,기체•부품,기체구조,Flexible aircraft seat configurations,2017.08.10,US
UAM,기체•부품,기계•전기전자 시스템,Swashplateless active blade pitch control with a mechanical delta-3 restraint having an instantaneous blade pitch-flap coupling response,2013.06.06,US
UAM,기체•부품,기계•전기전자 시스템,Swashplateless active blade pitch control with a mechanical delta-3 restraint having an instantaneous blade pitch-flap coupling response,2013.03.15,US
UAM,기체•부품,기체구조,Auto rotating canister,2019.08.14,US
UAM,기체•부품,기체구조,Auto rotating canister,2021.07.06,US
UAM,기체•부품,동력•추진 시스템,An apparatus for allowing a helicopter to fly at low altitude to avoid an electric pole tower,2018.07.11,CN
UAM,기체•부품,인증•시험평가,Apparatus and method for identifying helicopter in radar signals,2021.01.13,DE
UAM,기체•부품,인증•시험평가,Apparatus and method for identifying objects in radar signals,2022.01.13,DE
UAM,기체•부품,기체구조,Post-type apparatus for containing and charging unmanned vertical take-off and landing aircraft and method of containing and charging unmanned vertical take-off and landing aircraft using the same,2014.12.11,KR
UAM,기체•부품,기계•전기전자 시스템,An apparatus and method for control of multi-rotor aircraft,2018.09.18,US
UAM,기체•부품,기계•전기전자 시스템,An apparatus and method for control of multi-rotor aircraft,2018.07.13,US
UAM,기체•부품,기체구조,An apparatus and method for control of multi-rotor aircraft,2018.07.13,US
UAM,기체•부품,기체구조,Propeller/rotor control apparatus and method,2014.04.02,US
UAM,기체•부품,기체구조,Apparatus for controlling still position in air,2016.08.30,JP
UAM,기체•부품,기체구조,Multi-mode unmanned and manned vehicle systems and methods,2006.03.22,US
UAM,기체•부품,기체구조,Multi-mode unmanned and manned vehicle systems and methods,2007.03.07,US
UAM,기체•부품,기계•전기전자 시스템,Multi-mode unmanned and manned vehicle systems and methods,2008.06.06,US
UAM,기체•부품,동력•추진 시스템,Apparatus for facilitating propulsion of a vehicle,2022.10.11,US
UAM,기체•부품,동력•추진 시스템,Methods and apparatuses for generating an electric aircraft flight plan,2022.01.13,US
UAM,기체•부품,기체구조,Apparatus for generating thrust for air transport,2021.05.04,KR
UAM,기체•부품,기계•전기전자 시스템,Apparatus for guiding a transition between flight modes of an electric aircraft,2022.05.26,US
UAM,기체•부품,기체구조,Helicopter messenger cable illumination,2004.04.23,US
UAM,기체•부품,동력•추진 시스템,Method and apparatus for lifting and propelling rotorcraft,2002.06.27,US
UAM,기체•부품,인증•시험평가,Modular appartus for production testing,2013.06.19,US
UAM,기체•부품,인증•시험평가,Modular apparatus for production testing,2007.11.15,US
UAM,기체•부품,기체구조,Cruise efficient vertical and short take-off and landing aircraft,2018.02.20,CA
UAM,기체•부품,기체구조,Cruise efficient vertical and short take-off and landing aircraft,2018.02.20,CA
UAM,기체•부품,기체구조,Vertical air vehicle takeoff and landing stabilization apparatuses and methods,2022.03.07,US
UAM,기체•부품,기체구조,Vertical air vehicle takeoff and landing stabilization apparatuses,2022.03.07,US
UAM,기체•부품,기체구조,Vertical air vehicle takeoff and landing stabilization apparatuses,2022.03.07,US
UAM,기체•부품,기계•전기전자 시스템,Apparatus for suppressing vibration of helicopter blade (헬리콥터 블레이드의 진동 억제 장치),2018.02.14,KR
UAM,기체•부품,기계•전기전자 시스템,Road transport apparatus for helicopter,2019.04.17,US
UAM,기체•부품,동력•추진 시스템,Transmission system for aircraft structure,2019.01.22,US
UAM,기체•부품,동력•추진 시스템,Transmission system for aircraft structure,2019.01.22,US
UAM,기체•부품,동력•추진 시스템,Transmission system for aircraft structure,2018.02.17,US
UAM,기체•부품,기체구조,Centrifugal fans for vertical take-off and landing (vtol) aircraft propulsion,2020.04.08,US
UAM,기체•부품,동력•추진 시스템,Propulsion system for helicopter,2013.08.30,US
UAM,기체•부품,기체구조,Rotor head for a vertical takeoff and landing aircraft,2016.01.07,US
UAM,기체•부품,기체구조,Rotor head for vertical take-off and landing aircraft,2016.01.11,US
UAM,기체•부품,기체구조,Rotor head for a vertical takeoff and landing aircraft,2015.01.09,US
UAM,기체•부품,기체구조,Apparatus with variable pitch and continuous tilt for rotors on an unmanned fixed wing aircraft,2020.10.08,US
UAM,기체•부품,기체구조,Apparatus with variable pitch and continuous tilt for rotors on an unmanned fixed wing aircraft,2021.05.28,US
UAM,기체•부품,기체구조,Fixed wing aircraft having powered rotor vtol capability with rotor blades stowable during horizontal flight,2003.09.16,US
UAM,기체•부품,기체구조,Fixed wing aircraft having powered rotor vtol capability with rotor blades stowable during horizontal flight,2002.09.16,US
UAM,기체•부품,기계•전기전자 시스템,Egpws cutoff altitude for helicopters,2002.01.23,US
UAM,기체•부품,기계•전기전자 시스템,Egpws cutoff altitude for helicopters,2002.01.23,US
UAM,기체•부품,기계•전기전자 시스템,Egpws cutoff altitude for helicopters,2002.01.23,US
UAM,기체•부품,기계•전기전자 시스템,Generating an advanced function usage planning report,2010.07.12,US
UAM,기체•부품,기계•전기전자 시스템,"Systems, methods, and devices for improving safety and functionality of craft having one or more rotors",2019.08.20,US
UAM,기체•부품,기계•전기전자 시스템,"Systems, methods, and devices for improving safety and functionality of craft having one or more rotors",2019.08.20,US
UAM,기체•부품,기계•전기전자 시스템,"Systems, methods, and devices for improving safety and functionality of craft having one or more rotors",2019.08.20,US
UAM,기체•부품,기계•전기전자 시스템,"Systems, methods, and devices for improving safety and functionality of craft having one or more rotors",2019.08.20,US
UAM,기체•부품,동력•추진 시스템,Hybrid power supply architecture for supplying mechanical power to a rotor and managed from the on-board network of a rotorcraft,2013.07.10,FR
UAM,기체•부품,동력•추진 시스템,Electric distributed anti-torque architecture,2020.06.18,US
UAM,기체•부품,동력•추진 시스템,Architecture for feeding fuel to a power plant for driving a rotary wing of a rotorcraft,2012.08.21,FR
UAM,기체•부품,동력•추진 시스템,"Architecture of a multiple-engine helicopter propulsion system, and corresponding helicopter",2015.03.20,FR
UAM,기체•부품,동력•추진 시스템,Multi-engine helicopter propulsion system architecture and corresponding helicopter,2015.03.20,FR
UAM,인프라,버티포트 구축 및 운용,Smart drone parking,2021.03.03,US
UAM,기체•부품,동력•추진 시스템,Unmanned aerial vehicle movement via environmental interactions,2017.09.21,JP
UAM,기체•부품,동력•추진 시스템,Arm and unmanned aerial vehicle (一种机臂及无人机),2018.04.19,CN
UAM,기체•부품,동력•추진 시스템,Arm assembly and unmanned aerial vehicle,2017.12.28,CN
UAM,기체•부품,동력•추진 시스템,Arm assembly of aerial vehicle and aerial vehicle (飞行器的机臂组件及飞行器),2021.08.16,CN
UAM,기체•부품,기계•전기전자 시스템,"Arm assembly, unmanned aerial vehicle, and control method for arm assembly (机臂组件、无人飞行器及机臂组件的控制方法)",2020.12.24,CN
UAM,기체•부품,기체구조,Arm assembly and unmanned aerial vehicle,2020.06.01,CN
UAM,기체•부품,기체구조,Unmanned aerial vehicle and arm mechanism thereof (无人机及其机臂机构),2016.01.29,CN
UAM,기체•부품,기체구조,Arm-airframe connecting structure and unmanned aerial vehicle,2016.12.14,CN
UAM,기체•부품,기계•전기전자 시스템,Lifting surfaces,2015.12.08,FR
UAM,기체•부품,기계•전기전자 시스템,Lifting surfaces and associated method,2015.12.18,FR
UAM,기체•부품,기계•전기전자 시스템,Lifting surfaces and associated method,2019.06.06,FR
UAM,기체•부품,동력•추진 시스템,Arrowhead aircraft,2020.11.05,US
UAM,기체•부품,기체구조,Aircraft with articulated leading edge of fuselage and wings,2005.02.25,US
UAM,기체•부품,기계•전기전자 시스템,Rotor system with pitch flap coupling,2007.11.12,US
UAM,기체•부품,기계•전기전자 시스템,Rotor system with pitch flap coupling,2006.11.15,US
UAM,기체•부품,동력•추진 시스템,Articulated hitch mechanism,2008.05.07,US
UAM,기체•부품,동력•추진 시스템,Modular self-propelled drilling apparatus,2005.06.10,US
UAM,기체•부품,기계•전기전자 시스템,"Artificial force feel generating device for a vehicle control system of a vehicle and, in particular, of an aircraft",2016.03.16,FR
UAM,항행•교통관리,UAM 최적항로 예측,Navigational routes for autonomous vehicles,2019.10.20,US
UAM,기체•부품,동력•추진 시스템,Aerial vehicle including ladar system (라이다 시스템을 포함하는 비행체),2016.01.28,KR
UAM,기체•부품,동력•추진 시스템,"System, mobile base station and umbilical cabling and tethering (ucat) assist system",2015.09.14,US
UAM,기체•부품,기체구조,Skid landing gear assembly,2018.02.12,US
UAM,기체•부품,기체구조,Aircraft with tilting cross-flow fan wings,2017.04.10,US
UAM,기체•부품,기체구조,Assembled-type cargo transportation unmanned aerial vehicle,2017.09.25,CN
